# base64_utf8_original	base64_utf8_russian
QWxs	0JLRgdC1
CkJyb2tlbiBkb3duLg==	CtCSINGA0LDQt9C+0LHRgNCw0L3QvdC+0Lwg0LLQuNC00LUu
ICh3cmFwcGVkIGluIA==	ICjQt9Cw0LLQtdGA0L3Rg9GC0L4g0LIg
IC0gaGFydmVzdGVkLg==	IC0g0YHQvtCx0YDQsNC90L4u
IFZlaGljbGVEZWYgJw==	INCi0YDQsNC90YHQv9C+0YDRgtC90L7QtSDRgdGA0LXQtNGB0YLQstC+RGVmICc=
LCBBbGlnbm1lbnQ6IA==	LCDQktGL0YDQsNCy0L3QuNCy0LDQvdC40LU6IA==
QmFzZSBwYXkgb25seQ==	0KLQvtC70YzQutC+INCx0LDQt9C+0LLQsNGPINC+0L/Qu9Cw0YLQsA==
Q2FydCBjb250ZW50cw==	0KHQvtC00LXRgNC20LjQvNC+0LUg0LrQvtGA0LfQuNC90Ys=
Q2hyb21lIG1lbmFjZQ==	0KXRgNC+0LzQvtCy0LDRjyDRg9Cz0YDQvtC30LA=
Q29yZSBub3QgaGVsZA==	Q29yZSDQvdC1INGD0LTQtdGA0LbQuNCy0LDQtdGC0YHRjw==
Q3JldyBtb29kIGhpdA==	0J3QsNGB0YLRgNC+0LXQvdC40LUg0Y3QutC40L/QsNC20LA=
RGVhbGVyIGFjdGluZw==	0JTQtdC50YHRgtCy0YPRjtGJ0LjQuSDQtNC40LvQtdGA
RGVtYW5kIHNpbHZlcg==	0KLRgNC10LHQvtCy0LDQvdC40LUg0YHQtdGA0LXQsdGA0LA=
RGVtYW5kIHdvcmtlcg==	0KLRgNC10LHQvtCy0LDQvdC40LUg0YDQsNCx0L7Rh9C10LPQvg==
RG9sb3JlcyBVbmRlcg==	0JTQvtC70L7RgNC10YEg0L/QvtC0
RXZlbmluZyBDb21lcw==	0J3QsNGB0YLRg9C/0LDQtdGCINCy0LXRh9C10YA=
R2V0IHRoZW0gYmFjaw==	0JLQtdGA0L3QuNGC0LUg0LjRhQ==
SHVtYW5pdHkgbG9zcw==	0J/QvtGC0LXRgNGPINGH0LXQu9C+0LLQtdGH0LXRgdGC0LLQsA==
SnVzdCBhIGNhc2tldA==	0J/RgNC+0YHRgtC+INCz0YDQvtCx
S2lkbmFwIHZpY3RpbQ==	0JbQtdGA0YLQstCwINC/0L7RhdC40YnQtdC90LjRjw==
TEVBVkUgVEhFIEJBWQ==	0J/QntCa0JjQndCj0JnQotCVINCR0KPQpdCi0KM=
TGlnaHQgZmluZ2Vycw==	0JvQtdCz0LrQuNC1INC/0LDQu9GM0YbRiw==
Tm8gbmV3IGdydWRnZQ==	0J3QuNC60LDQutC40YUg0L3QvtCy0YvRhSDQvtCx0LjQtA==
Tm8gcmlzayB0YWtlbg==	0J3QuNC60LDQutC+0LPQviDRgNC40YHQutCw
UG9ja2V0IHBhaXIgKA==	0JrQsNGA0LzQsNC90L3QsNGPINC/0LDRgNCwICg=
UHJlc3MgZGVtYW5kcw==	0KLRgNC10LHQvtCy0LDQvdC40Y8g0L/RgNC10YHRgdGL
UHV0IFRoZW0gRG93bg==	0J/QvtC70L7QttC40YLQtSDQuNGF
UmVsYXVuY2ggcG9kcw==	0J/QtdGA0LXQt9Cw0L/Rg9GB0YLQuNGC0LUg0LzQvtC00YPQu9C4
UmVzY3VlIEZhaWxlZA==	0KHQv9Cw0YHQtdC90LjQtSDQvdC1INGD0LTQsNC70L7RgdGM
U3dhcCBjb2xvbmlzdA==	0JrQvtC70L7QvdC40YHRgiDQv9C+INC+0LHQvNC10L3Rgw==
VG9vayB0aGUgQ29yZQ==	0JLQt9GP0Lsg0Y/QtNGA0L4=
Y29sb25pc3RzIGFyZQ==	0LrQvtC70L7QvdC40YHRgtGLIOKAlA==
Y29ycG9yYXRlIHNweQ==	0LrQvtGA0L/QvtGA0LDRgtC40LLQvdGL0Lkg0YjQv9C40L7QvQ==
ZmlsbCB0aGUgbGlzdA==	0LfQsNC/0L7Qu9C90Y/QtdGCINGB0L/QuNGB0L7Qug==
Z3VpbGQgYnJva2Vycw==	0LHRgNC+0LrQtdGA0Ysg0LPQuNC70YzQtNC40Lg=
aGlnaCBjYXJkIG9mIA==	0LLRi9GB0L7QutCw0Y8g0LrQsNGA0YLQsCA=
bWFya2V0IGJhcm9ucw==	0YDRi9C90L7Rh9C90YvQtSDQvNCw0LPQvdCw0YLRiw==
b3BlbiB0aGUgY2FzZQ==	0L7RgtC60YDRi9GC0Ywg0LrQvtGA0L/Rg9GB
b3JiaXRhbCBoYW5kcw==	0L7RgNCx0LjRgtCw0LvRjNC90YvQtSDRgNGD0LrQuA==
b3JnYW4gdHJhZGVycw==	0YLQvtGA0LPQvtCy0YbRiyDQvtGA0LPQsNC90LDQvNC4
cm9ndWUgdHJhZGVycw==	0LzQvtGI0LXQvdC90LjRh9C10YHQutC40LUg0YLQvtGA0LPQvtCy0YbRiw==
c2Nob2xhciBtb25rcw==	0YPRh9GR0L3Ri9C1INC80L7QvdCw0YXQuA==
c2hhZG93IGJyb2tlcg==	0YLQtdC90LXQstC+0Lkg0LHRgNC+0LrQtdGA
c2xhdmUgdHJhZGVycw==	0YDQsNCx0L7RgtC+0YDQs9C+0LLRhtC10LIu
c3BhY2UgcGlyYXRlcw==	0LrQvtGB0LzQuNGH0LXRgdC60LjQtSDQv9C40YDQsNGC0Ys=
c3Rha2VzIHRoZWlyIA==	0YHRgtCw0LLQuNGCINC40YUg
dGhhdCBtYXRlcmlhbA==	0Y3RgtC+0YIg0LzQsNGC0LXRgNC40LDQuw==
dGhlIGV4aXN0aW5nIA==	0YHRg9GJ0LXRgdGC0LLRg9GO0YnQuNC5IA==
dmVyeSB1bmNvbW1vbg==	0L7Rh9C10L3RjCDQvdC10L7QsdGL0YfQvdC+
eW91ciBjb2xvbmlzdA==	0LLQsNGIINC60L7Qu9C+0L3QuNGB0YI=
ezB9IGlzIGFsb25lLg==	ezB9INC+0LTQuNC9Lg==
ezB9IGlzIGRydW5rLg==	ezB9INC/0YzRj9C9Lg==
ezB9IGlzIG5ha2VkLg==	ezB9INCz0L7Qu9GL0Lku
ezB9IGlzIHRvdWdoLg==	ezB9IOKAlCDRjdGC0L4g0YHQu9C+0LbQvdC+Lg==
CgpVbml0IHByaWNlOiA=	CgrQptC10L3QsCDQt9CwINC10LTQuNC90LjRhtGDOiA=
IChyZXNlcnZlZCBieSA=	ICjQt9Cw0YDQtdC30LXRgNCy0LjRgNC+0LLQsNC90L4g
ICh1bmF2YWlsYWJsZSk=	ICjQvdC10LTQvtGB0YLRg9C/0L3Qvik=
IGF0IHRoaXMgdGltZS4=	INCyINGN0YLQviDQstGA0LXQvNGPLg==
OyBzbWFsbCBibGluZCA=	OyDQvNCw0LvRi9C5INCx0LvQsNC50L3QtCA=
QWNjZXB0IHRoZSBqb2I=	0J/RgNC40L3Rj9GC0Ywg0LfQsNC00LDQvdC40LU=
QW4gRW5kb3JzZW1lbnQ=	0J7QtNC+0LHRgNC10L3QuNC1
QklPQ09ERUQgSVRFTVM=	0JHQmNCe0JrQntCU0JjQoNCe0JLQkNCd0J3Qq9CVINCf0KDQldCU0JzQldCi0Ks=
QmF6YWFyIGxvY2tvdXQ=	0JHQu9C+0LrQuNGA0L7QstC60LAg0LHQsNC30LDRgNCw
QmlvbmljIGltcGxhbnQ=	0JHQuNC+0L3QuNGH0LXRgdC60LjQuSDQuNC80L/Qu9Cw0L3Rgg==
Qm9uZGVkIGFuaW1hbHM=	0JbQuNCy0L7RgtC90YvQtSDQvdCwINC/0YDQuNCy0Y/Qt9C4
Q2xvc2VkIHRoZSBLaXQ=	0JfQsNC60YDRi9GC0YvQuSDQutC+0LzQv9C70LXQutGC
RGVtYW5kIFJlZnVzZWQ=	0KLRgNC10LHQvtCy0LDQvdC40LUg0L7RgtC60LvQvtC90LXQvdC+
RGVtYW5kIGFwb2xvZ3k=	0KLRgNC10LHQvtCy0LDRgtGMINC40LfQstC40L3QtdC90LjQuQ==
RGVtYW5kIHRyaWJ1dGU=	0KLRgNC10LHQvtCy0LDQvdC40LUg0LTQsNC90Lg=
RklSRUZJR0hUICAtICA=	0J/QntCW0JDQoNCd0KvQmSDQkdCe0JkgLSAg
Rm91ciBvZiBhIGtpbmQ=	0KfQtdGC0LLQtdGA0LrQsA==
RnVsbCBwYXkgKDQ1MCk=	0J/QvtC70L3QsNGPINC+0L/Qu9Cw0YLQsCAoNDUwKQ==
RnVsbCBwYXkgKDYwMCk=	0J/QvtC70L3QsNGPINC+0L/Qu9Cw0YLQsCAoNjAwKQ==
RnVsbCBwYXkgKDkwMCk=	0J/QvtC70L3QsNGPINC+0L/Qu9Cw0YLQsCAoOTAwKQ==
SGlyZSBFbmdpbmVlcnM=	0J3QsNC90Y/RgtGMINC40L3QttC10L3QtdGA0L7Qsg==
SGlyZSBlbmdpbmVlcnM=	0J3QsNC90Y/RgtGMINC40L3QttC10L3QtdGA0L7Qsg==
SG9sZCBmaXJlZmlnaHQ=	0KPRgdGC0YDQvtC50YLQtSDQv9C10YDQtdGB0YLRgNC10LvQutGD
SG9sZWQgdGhlIEh1bGw=	0J/RgNC+0LHQuNGC0YvQuSDQutC+0YDQv9GD0YE=
SHVsayAoc3RlYWx0aCk=	0KXQsNC70LogKNGB0LrRgNGL0YLQvdC+0YHRgtGMKQ==
SW1wb3NpbmcgZnJhbWU=	0JLQvdGD0YjQuNGC0LXQu9GM0L3QsNGPINGA0LDQvNCw
TGVhdmUgcGxhdGZvcm0=	0J7RgdGC0LDQstC40YLRjCDQv9C70LDRgtGE0L7RgNC80YM=
TGlmZXRpbWUga2lsbHM=	0KPQsdC40LnRgdGC0LLQsCDQt9CwINCy0YHRjiDQttC40LfQvdGM
TWFuaWZlc3QgR3JvdXA=	0JPRgNGD0L/Qv9CwINC80LDQvdC40YTQtdGB0YLQsA==
TWFya2V0IHZhbHVlOiA=	0KDRi9C90L7Rh9C90LDRjyDRgdGC0L7QuNC80L7RgdGC0Yw6IA==
TmVzdCBzY2F0dGVyZWQ=	0JPQvdC10LfQtNC+INGA0LDQt9Cx0YDQvtGB0LDQvdC+
Tm8gY3JlZCBjaGFuZ2U=	0J3QuNC60LDQutC+0Lkg0YHQvNC10L3RiyDQutGA0LXQtNC40YLQsA==
Tm8gc2lsdmVyIHBhaWQ=	0KHQtdGA0LXQsdGA0L4g0L3QtSDQstGL0L/Qu9Cw0YfQtdC90L4=
T25lIGlzIHdpbGxpbmc=	0J7QtNC40L0g0LbQtdC70LDQtdGC
UGF5IHRoZSByYW5zb20=	0JfQsNC/0LvQsNGC0LjRgtC1INCy0YvQutGD0L8=
UGxhY2UgeW91ciBiZXQ=	0KHQtNC10LvQsNC50YLQtSDRgdGC0LDQstC60YM=
UGxheWVycyBhY3Rpbmc=	0JTQtdC50YHRgtCy0YPRjtGJ0LjQtSDQuNCz0YDQvtC60Lg=
UmFuZG9tIGZhY3Rpb24=	0KHQu9GD0YfQsNC50L3QsNGPINGE0YDQsNC60YbQuNGP
UmVjcnVpdCAgKHswfSk=	0KDQtdC60YDRg9GCICh7MH0p
UmVsb2FkIHRvIHswfS4=	0J/QtdGA0LXQt9Cw0LPRgNGD0LfQuNGC0LUgezB9Lg==
U2h1dHRsZSBoYW5nYXI=	0JDQvdCz0LDRgCDRiNCw0YLRgtC70LA=
U29tZW9uZSdzIFBldHM=	0KfRjNC4LdGC0L4g0LTQvtC80LDRiNC90LjQtSDQttC40LLQvtGC0L3Ri9C1
U29tZXRoaW5nIGVsc2U=	0KfRgtC+LdGC0L4g0LXRidC1
U3RyYWlnaHQgZmx1c2g=	0J/RgNGP0LzQsNGPINC/0YDQvtC80YvQstC60LA=
VGhlIExhc3QgTGF1Z2g=	0J/QvtGB0LvQtdC00L3QuNC5INGB0LzQtdGF
VGhpbiAoc3RlYWx0aCk=	VGhpbiAo0YHRgtC10LvRgSk=
VG9vayB0aGUgQ2FyZ28=	0JLQt9GP0Lsg0LPRgNGD0Lc=
VXNlIHZhbmlsbGEgQUk=	0JjRgdC/0L7Qu9GM0LfQvtCy0LDRgtGMINCy0LDQvdC40LvRjNC90YvQuSDQmNCY
VmVyeSBEaWZmaWN1bHQ=	0J7Rh9C10L3RjCDRgdC70L7QttC90L4=
V2lyZSBEZWxpdmVyZWQ=	0JTQvtGB0YLQsNCy0LvQtdC90L4g0YLQtdC70LXQs9GA0LDRhNC90L7QtSDQv9C40YHRjNC80L4=
V3JpdGUgdGhlbSBvZmY=	0KHQv9C40YjQuNGC0LUg0LjRhSDRgdC+INGB0YfQtdGC0L7Qsg==
WW91J3ZlIGdvdCBoaW0=	0J7QvSDRgyDQstCw0YEg0LXRgdGC0Ywu
YSBmdWxsIGhvdXNlLCA=	0LDQvdGI0LvQsNCzLCA=
YW5pbWFsIGhhbmRsZXI=	0LTRgNC10YHRgdC40YDQvtCy0YnQuNC6INC20LjQstC+0YLQvdGL0YU=
YXJlIHNhaWQgdG8gYmU=	0L3QsNC30YvQstCw0Y7RgtGB0Y8=
YmlvbmljIGltcGxhbnQ=	0LHQuNC+0L3QuNGH0LXRgdC60LjQuSDQuNC80L/Qu9Cw0L3RgtCw0YI=
Ym91bnR5IGh1bnRlcnM=	0L7RhdC+0YLQvdC40LrQuCDQt9CwINCz0L7Qu9C+0LLQsNC80Lg=
Y2FyZ28gYXVkaXRvcnM=	0LPRgNGD0LfQvtCy0YvQtSDQsNGD0LTQuNGC0L7RgNGL
Y2hhcnRlciBwaWxvdHM=	0YfQsNGA0YLQtdGA0L3Ri9GFINC/0LjQu9C+0YLQvtCy
Y3VzdG9tcyBhZ2VudHM=	0YLQsNC80L7QttC10L3QvdGL0LUg0LDQs9C10L3RgtGL
ZGVhbCBjb2xsYXBzZXM=	0KHQtNC10LvQutCwINC/0YDQvtCy0LDQu9C40LvQsNGB0Yw=
ZXh0cmVtZWx5IHJhcmU=	0YfRgNC10LfQstGL0YfQsNC50L3QviDRgNC10LTQutCw0Y8=
Zm9sZCBhbmQgbGVhdmU=	0YHQs9C40LHQsCDQuCDQvtGB0YLQsNCy0LjQuw==
Z3VhcmRzIG9uIHRoZW0=	0L7RhdGA0LDQvdGP0LXRgiDQuNGF
aGUgY2FsbHMgaXQgaW4=	0L7QvSDQvdCw0LfRi9Cy0LDQtdGCINGN0YLQvg==
aW50aW1pZGF0ZWQgdXM=	0LfQsNC/0YPQs9Cw0LvQuCDQvdCw0YE=
bG9uZSBzY2F2ZW5nZXI=	0L7QtNC40L3QvtC60LjQuSDQvNGD0YHQvtGA0YnQuNC6
bG9zdCB0aGUgZmlnaHQ=	0L/RgNC+0LjQs9GA0LDQuyDQsdC+0Lk=
bG9zdCB3YW5kZXJlcnM=	0L/QvtGC0LXRgNGP0L3QvdGL0LUg0YHRgtGA0LDQvdC90LjQutC4
bWFjaGluZSBwaXN0b2w=	0L/QuNGB0YLQvtC70LXRgi3Qv9GD0LvQtdC80LXRgg==
bWFydGlhbCBhcnRpc3Q=	0LzQsNGB0YLQtdGAINCx0L7QtdCy0YvRhSDQuNGB0LrRg9GB0YHRgtCy
cHN5Y2hpYyBoZXJtaXQ=	0Y3QutGB0YLRgNCw0YHQtdC90YEt0L7RgtGI0LXQu9GM0L3QuNC6
cmVmdXNlIHRoZSBqb2I=	0L7RgtC60LDQt9GL0LLQsNGO0YLRgdGPINC+0YIg0YDQsNCx0L7RgtGL
cm9vbSBlc2NhbGF0ZXM=	0Y3RgdC60LDQu9Cw0YbQuNGPINC60L7QvNC90LDRgtGL
c3RhYmxlIGNoYXJnZXM=	0YHRgtCw0LHQuNC70YzQvdC+INC30LDRgNGP0LbQsNC10YI=
dHJpYmFsIG91dGNhc3Q=	0LjQt9Cz0L7QuSDQv9C70LXQvNC10L3QuA==
d2FnZXJzIGFwcGFyZWw=	0LTQtdC70LDQtdGCINGB0YLQsNCy0LrRgyDQvdCwINC+0LTQtdC20LTRgw==
d29uIHRoZSBicmlkZ2U=	0LLRi9C40LPRgNCw0Lsg0LzQvtGB0YI=
d29uLCBoYXJ2ZXN0ZWQ=	0LLRi9C40LPRgNCw0LssINGB0L7QsdGA0LDQuyDRg9GA0L7QttCw0Lk=
ezB9IFN0eWxlOiB7MX0=	ezB9INCh0YLQuNC70Yw6IHsxfQ==
ezB9IGhhcyBhIHsxfS4=	ezB9INC40LzQtdC10YIgezF9Lg==
ezB9IGlzIGEgd2ltcC4=	ezB9IOKAlCDRgdC70LDQsdCw0Lou
ezB9IGlzIG5pbWJsZS4=	ezB9INGI0YPRgdGC0YDRi9C5Lg==
ClJlYWR5IHRvIHNjYW4u	CtCT0L7RgtC+0LIg0Log0YHQutCw0L3QuNGA0L7QstCw0L3QuNGOLg==
IChibGFjayBtYXJrZXQp	ICjRh9C10YDQvdGL0Lkg0YDRi9C90L7Quik=
IChjYW5ub3QgcmVhY2gp	ICjQvdC10LLQvtC30LzQvtC20L3QviDQtNC+0YHRgtCw0YLRjCk=
KG5vIGJldCBwbGFjZWQp	KNGB0YLQsNCy0LrQsCDQvdC1INGB0LTQtdC70LDQvdCwKQ==
KG5vIHNraWxsIGRhdGEp	KNC90LXRgiDQtNCw0L3QvdGL0YUg0L4g0L3QsNCy0YvQutCw0YUp
LiBEZWFsZXIgc2hvd3Mg	LiDQlNC40LvQtdGA0YHQutC40LUg0LLRi9GB0YLQsNCy0LrQuCA=
LiBUaGUgdG90YWwgaXMg	LiDQmNGC0L7Qs9C+OiA=
QW5pbWFsIEhhbmRsaW5n	0J7QsdGA0LDRidC10L3QuNC1INGBINC20LjQstC+0YLQvdGL0LzQuA==
QmxvdyB0aGVtIGF3YXku	0KPQtNCw0LvQuNGC0LUg0LjRhS4=
Qm9hcmRpbmcgQWN0aW9u	0JDQsdC+0YDQtNCw0LY=
QnV5IGNvbnRyYWJhbmQu	0JrRg9C/0LjRgtGMINC60L7QvdGC0YDQsNCx0LDQvdC00YMu
Q2F1Z2h0IHJlYWNoaW5n	0J7QsdC90LDRgNGD0LbQtdC90L4g0LTQvtGB0YLQuNC20LXQvdC40LU=
RGVhZCBvbiBBcnJpdmFs	0JzQtdGA0YLQsiDQv9C+INC/0YDQuNCx0YvRgtC40Lg=
RGVhbGVyIHJldmVhbHMg	LiDQlNC40LvQtdGAINGA0LDRgdC60YDRi9Cy0LDQtdGCIA==
RGVtYW5kIGFjY2VwdGVk	0JfQsNC/0YDQvtGBINC/0YDQuNC90Y/Rgg==
RWxlbmEgRWxzZXdoZXJl	0JXQu9C10L3QsCDQkiDQtNGA0YPQs9C+0Lwg0LzQtdGB0YLQtQ==
Rml4ZXIgY3JlZCBsb3Nz	0J/QvtGC0LXRgNGPINC60YDQtdC00LjRgtCwIEZpeGVy
Rm9ydHVuYXRlIExhcHNl	0KPQtNCw0YfQvdCw0Y8g0L7RiNC40LHQutCw
RnVlbGluZyBzdGF0aW9u	0JfQsNC/0YDQsNCy0L7Rh9C90LDRjyDRgdGC0LDQvdGG0LjRjw==
RnVsbCBwYXkgKDExMDAp	0J/QvtC70L3QsNGPINC+0L/Qu9Cw0YLQsCAoMTEwMCk=
SG90d2lyZSB2ZWhpY2xl	0JDQstGC0L7QvNC+0LHQuNC70YwgSG90d2lyZQ==
SnVzdCBzaG9vdCBoaW0u	0J/RgNC+0YHRgtC+INC/0YDQuNGB0YLRgNC10LvQuNGC0LUg0LXQs9C+Lg==
S2luZDogbW9vZCBidWZm	0JLQuNC0OiDRg9GB0LjQu9C10L3QuNC1INC90LDRgdGC0YDQvtC10L3QuNGP
Tm8gaGVhbHRoIGRhdGEu	0L3QtdGCINC+0YDRg9C20LjRjyDQuCDQvtC00LXQttC00YsuINCU0LDQvdC90YvRhSDQviDRgdC+0YHRgtC+0Y/QvdC40Lgg0LfQtNC+0YDQvtCy0YzRjyDQvdC10YIu
Tm8gaG9sZHMgYmFycmVk	0J3QuNC60LDQutC40YUg0L7Qs9GA0LDQvdC40YfQtdC90LjQuQ==
Tm8gcmV2ZW5nZSBmbGFn	0J3QtdGCINGE0LvQsNCz0LAg0LzQtdGB0YLQuA==
Tm8gc2lsdmVyIHNwZW50	0KHQtdGA0LXQsdGA0L4g0L3QtSDQv9C+0YLRgNCw0YfQtdC90L4=
Tm8gc3RvY2sgdG9kYXku	0KHQtdCz0L7QtNC90Y8g0L3QsCDRgdC60LvQsNC00LUg0L3QtdGCLg==
Tm90aGluZyBjbG9ja2Vk	0J3QuNGH0LXQs9C+INC90LUg0YDQsNCx0L7RgtCw0LvQvg==
UGFydHkgZmlyZWZpZ2h0	0J/QtdGA0LXRgdGC0YDQtdC70LrQsCDQvdCwINCy0LXRh9C10YDQuNC90LrQtS4=
UGljayBvbmUgYmlvbmlj	0JLRi9Cx0LXRgNC40YLQtSDQvtC00L3RgyDQsdC40L7QvdC40LrRgw==
UmVjcnVpdG1lbnQgaHVi	0KbQtdC90YLRgCDQvdCw0LnQvNCw
U2NlbmUgMSDigJQgQmF5IDc=	0KHRhtC10L3QsCAxIOKAlCDQvtGC0YHQtdC6IDc=
U2VlayB2b2x1bnRlZXJz	0JjRidC40YLQtSDQstC+0LvQvtC90YLQtdGA0L7Qsg==
U2hvZSBzaHVmZmxlZC4g	0J/QtdGA0LXRgtCw0YHQvtCy0LDQvSDQsdC+0YLQuNC90L7Qui4g
U2ljayBjb2xvbmlzdHMu	0JHQvtC70YzQvdGL0LUg0LrQvtC70L7QvdC40YHRgtGLLg==
U3BlbmQgezB9IGhvbm9y	0J/QvtGC0YDQsNGC0YzRgtC1IHswfSDRh9C10YHRgtGM
VGFyZ2V0IHN1cnZpdmVz	0KbQtdC70Ywg0LLRi9C20LjQstCw0LXRgg==
VGhyZWUgb2YgYSBraW5k	0KLRgNC+0LnQutCw
VW5rbm93biBGYWN0aW9u	0J3QtdC40LfQstC10YHRgtC90LDRjyDRhNGA0LDQutGG0LjRjw==
VmVyYm9zZSBsb2dnaW5n	0J/QvtC00YDQvtCx0L3QsNGPINGA0LXQs9C40YHRgtGA0LDRhtC40Y8=
V2FnZXIgYm9keSBwYXJ0	0KfQsNGB0YLRjCDRgtC10LvQsCDRgdGC0LDQstC60Lg=
V2FnZXIgZXF1aXBtZW50	0J7QsdC+0YDRg9C00L7QstCw0L3QuNC1INC00LvRjyDRgdGC0LDQstC+0Lo=
WW91ciBuZWdvdGlhdG9y	0JLQsNGIINC/0LXRgNC10LPQvtCy0L7RgNGJ0LjQug==
YWRhcHRlZCwgc3RlYWR5	0LDQtNCw0L/RgtC40YDQvtCy0LDQvdC90LDRjywg0YPRgdGC0L7QudGH0LjQstCw0Y8=
YXJlIHJlZ2FyZGVkIGFz	0YDQsNGB0YHQvNCw0YLRgNC40LLQsNGO0YLRgdGPINC60LDQug==
Y2hhcml0eSB3b3JrZXJz	0YDQsNCx0L7RgtC90LjQutC+0LIg0LHQu9Cw0LPQvtGC0LLQvtGA0LjRgtC10LvRjNC90L7QuSDQvtGA0LPQsNC90LjQt9Cw0YbQuNC4
Y2hhdHRpbmcgb25saW5l	0L7QvdC70LDQudC9LdGH0LDRgg==
Y2hlY2tpbmcgZm9ydW1z	0L/RgNC+0LLQtdGA0LrQsCDRhNC+0YDRg9C80L7Qsg==
Y29ycG9yYXRlIGFnZW50	0LrQvtGA0L/QvtGA0LDRgtC40LLQvdGL0Lkg0LDQs9C10L3Rgg==
ZnJlZSB0aGUgdmljdGlt	0L7RgdCy0L7QsdC+0LTQuNGC0Ywg0LbQtdGA0YLQstGD
ZnJlZS1wb3J0IGhhbmRz	0YDRg9C60Lgg0YHQstC+0LHQvtC00L3QvtCz0L4g0L/QvtGA0YLQsA==
ZnVsbCBjb25mZXNzaW9u	0L/QvtC70L3QvtC1INC/0YDQuNC30L3QsNC90LjQtQ==
bGV0IGl0IGdvLCB3YWxr	0L7RgtC/0YPRgdGC0LjRgtGMLCDQv9GA0L7QudGC0Lg=
bGlzdCByZWFkcyBmbGF0	0YHQv9C40YHQvtC6INGH0LjRgtCw0LXRgtGB0Y8g0LrQsNC6INC/0LvQvtGB0LrQuNC5
bG9zdCB0aGUgYnJpZGdl	0L/QvtGC0LXRgNGP0LvQuCDQvNC+0YHRgtC40Lo=
b3h5Z2VuIG1lcmNoYW50	0YLQvtGA0LPQvtCy0LXRhiDQutC40YHQu9C+0YDQvtC00L7QvA==
cGF5cyBiaWcgYmxpbmQg	0L/Qu9Cw0YLQuNGCINCx0L7Qu9GM0YjQvtC5INCx0LvQsNC50L3QtCA=
cHN5Y2hpYyBtZWRpdW1z	0Y3QutGB0YLRgNCw0YHQtdC90YHQvtGA0L3Ri9C1INC80LXQtNC40YPQvNGL
cmVmdXNlIHRoZSBkZWFs	0L7RgtC60LDQt9GL0LLQsNGO0YLRgdGPINC+0YIg0YHQtNC10LvQutC4
cm9ndWUgbWVjaGFub2lk	0LzQvtGI0LXQvdC90LjRh9C10YHQutC40Lkg0LzQtdGF0LDQvdC+0LjQtA==
dGFibGV0IGRvYyBvbmx5	0YLQvtC70YzQutC+INC/0LvQsNC90YjQtdGC0L3Ri9C5INC00L7Qug==
d2FnZXJzIGEgd2VhcG9u	0LTQtdC70LDQtdGCINGB0YLQsNCy0LrRgyDQvdCwINC+0YDRg9C20LjQtQ==
ezB9IGlzIGluanVyZWQu	ezB9INGC0YDQsNCy0LzQuNGA0L7QstCw0L0u
ezB9IGlzIG5lcnZvdXMu	ezB9INC90LXRgNCy0L3QuNGH0LDQtdGCLg==
ezB9IGlzIHNjYXJyZWQu	ezB9INC/0L7QutGA0YvRgiDRiNGA0LDQvNCw0LzQuC4=
ezB9IGlzIHRvbyBvbGQu	ezB9INGB0LvQuNGI0LrQvtC8INGB0YLQsNGA0YvQuS4=
ezB9IGlzIHsxfSB7Mn0u	ezB9IOKAlCDRjdGC0L4gezF9IHsyfS4=
IChDYW5ub3QgYWZmb3JkKQ==	ICjQvdC1INC80L7QttC10YIg0YHQtdCx0LUg0L/QvtC30LLQvtC70LjRgtGMKQ==
IChtYWpvciBwYXNzaW9uKQ==	ICjQvtGB0L3QvtCy0L3QvtC1INGD0LLQu9C10YfQtdC90LjQtSk=
IFN0YXBsZSBXZWFwb246IA==	INCe0YHQvdC+0LLQvdC+0LUg0L7RgNGD0LbQuNC1OiA=
IGNhbiBiZSB3YWdlcmVkLg==	INC80L7QttC90L4g0L/QvtGB0YLQsNCy0LjRgtGMLg==
LiBGaWdodCBza2lwcGVkLg==	LiDQkdC+0Lkg0L/RgNC+0L/Rg9GJ0LXQvS4=
QWJvYXJkLCBhbGFybSB1cA==	0J3QsCDQsdC+0YDRgtGDLCDQstC60LvRjtGH0LjRgtGMINGC0YDQtdCy0L7Qs9GD
QmFzZTogMjAwIHNpbHZlcg==	0JHQsNC30LA6IDIwMCDRgdC10YDQtdCx0YDQsA==
Q2hhbmdlIHJlY2lwaWVudA==	0JjQt9C80LXQvdC40YLRjCDQv9C+0LvRg9GH0LDRgtC10LvRjw==
Q2hhcmFjdGVyIHNoZWV0cw==	0JvQuNGB0YLRiyDQv9C10YDRgdC+0L3QsNC20LXQuQ==
Q2hvb3NlIHRoZSBzcGluZQ==	0JLRi9Cx0LXRgNC40YLQtSDQv9C+0LfQstC+0L3QvtGH0L3QuNC6
RGVhbGVyIGJ1c3RzIGF0IA==	0JTQuNC70LXRgCDQsdCw0L3QutGA0L7RgtC40YLRgdGPIA==
RGVtYW5kIERpc21pc3NlZA==	0KLRgNC10LHQvtCy0LDQvdC40LUg0L7RgtC60LvQvtC90LXQvdC+
RGVtYW5kIFJlamVjdGVkIQ==	0KLRgNC10LHQvtCy0LDQvdC40LUg0L7RgtC60LvQvtC90LXQvdC+IQ==
SSdtIHJlYWR5IHRvIGRpZQ==	0K8g0LPQvtGC0L7QsiDRg9C80LXRgNC10YLRjA==
